9.836801536242359423e-02,1.777180613775602991e-01,4.415434091742594269e+00
2.074827134547533453e-02,1.819055737004924428e-02,5.685966882589326588e+00
4.713730101923593142e-05,8.229592327564599994e-04,5.908469750353912531e+00
3.227313458866531287e-02,4.345169708502523431e-03,5.749055837594207574e+00
1.156228413680831547e-02,4.954006137318411884e-02,5.432057065124166861e+00
6.035326005328504927e-04,6.875174723127117082e-02,5.841564211734300294e+00
1.161939317530970711e-01,2.650872225157394624e+00,8.163256389063391558e-03
3.175497920392008622e-01,1.107432019889002459e-02,3.598659236921091686e+00
1.226854441637485582e+00,2.270097838294796513e-02,1.224653954796742994e+00
4.481261598925147943e-02,2.473262699930013284e-02,4.863882371073147581e+00
2.133313368042167313e-01,4.729291732304839735e-02,4.073286295280037272e+00
2.703341984518164431e-01,3.186738248097473192e-02,3.610821339250559703e+00
4.360935211659877631e-02,1.863948305121824762e-03,5.589555338426970721e+00
1.532934722561632990e-01,1.435732270167322078e+00,1.508339651677247595e+00
7.983518744624608712e-03,9.986104639523478432e-02,4.917403002667763090e+00
6.026727218027760902e-02,1.509442567084614672e-03,5.197205009393575104e+00
1.753145900193987305e+00,2.033003377479883009e-02,4.240281644547758133e-01
5.717210979127761855e-02,9.823883131571563565e-01,2.697178470712084497e+00
3.373482060556458328e-02,9.946917479968109960e-03,5.508539714293301692e+00
4.031956951311281567e-02,1.045506744300851720e-02,5.296655173204793954e+00
5.348539094066607179e-03,9.618967446853422809e-02,5.083625500005728881e+00
8.146292320818692145e-01,2.390121586946954146e-01,1.218936022568443356e+00
4.738686149344812915e-01,1.103184206805378209e-01,3.129759591380322004e+00
1.021321112338284542e-01,2.738066819245983829e+00,3.863470612646453404e-05
7.181048428519679581e-03,3.648097854872495827e+00,2.035922088112023659e-02
3.758135693558793661e-05,6.232657152857337161e-07,5.975136897405404213e+00
3.225293496254382636e-02,1.165626539987317578e+00,2.469346208618374838e+00
1.197537790028866712e-02,5.522400991859548885e-02,5.314389682343681365e+00
1.095302254319994728e-01,1.468962366269888076e-01,4.619062510709931679e+00
1.871868804373248429e-01,5.370461243100914661e-01,2.873924964724623443e+00
6.201975386368132614e-01,2.824760188993216681e-02,2.971748762591680304e+00
1.900673847641848714e-03,4.793800884214564711e-04,5.846751175909995268e+00
1.177408272254406807e+00,3.092162450710285171e-01,7.156381483432915358e-01
4.856452107230261467e-02,4.675747515147947800e-03,5.299100957760796149e+00
3.091688610184078478e-01,3.022534739620807986e-01,2.983367740475328489e+00
1.321234008544565353e-01,1.473383740023401778e+00,1.987863118644544125e+00
3.082189823025719073e-05,3.879828476777293922e+00,4.430339743376478512e-01
1.960693684206842383e-02,6.365140129253354928e-02,4.909139915023675194e+00
2.302047729949259214e-01,4.387084345908352084e-02,3.842383646437081968e+00
4.746344752397335109e-01,6.586096565191861263e-01,1.285178120482701969e+00
5.924749962132632233e-03,7.578279425933773239e-02,5.321244438889976891e+00
4.180656194894842581e-02,1.923553971813999827e-02,5.016672980712799657e+00
2.368238940736125120e-01,5.016716951715872730e-01,2.389969565059431478e+00
4.684149877196270781e-03,1.025053640452851661e-01,5.051230910178973410e+00
7.328914633033479543e-03,4.354626899058929024e-02,5.735058718925427179e+00
1.818312699854259529e-01,1.041795889828769223e-01,3.652773997174886489e+00
3.642731523332376855e-04,9.955879767517245016e-02,5.528783317887954851e+00
3.199038636666346608e-02,3.571090379243408997e-01,4.457259470385250388e+00
6.709801762757967858e-02,9.318409292782962039e-01,2.726654514751002623e+00
2.691495991678573563e-01,1.926371670178069317e+00,4.195357585439884462e-01
1.451183302574415102e-05,7.974038606974285237e-01,3.605373431677347362e+00
8.699204454636565442e-01,1.655775100464920158e-01,1.617025352021425499e+00
1.090543672263968977e+00,4.048954914942416994e-01,3.446502713250829131e-01
2.519516878283263317e-01,4.015489284659614078e-01,2.904756968115834503e+00
1.276987810483386221e-01,7.495746772280339476e-01,2.451311183523805504e+00
2.483630840322242073e-01,1.117581123429394439e-02,4.688324733775770525e+00
4.109028115167948081e-02,3.448377729076110287e-02,4.813024713295191326e+00
7.622464400510485794e-01,2.539684597546776890e-01,1.661461976502876858e+00
1.886798417420389520e-02,8.068684963188242631e-02,4.797922673356127987e+00
6.053193802646432420e-02,3.012819587650399367e-01,3.932054947140247059e+00
1.803613074081416023e-01,6.043337320326859496e-02,4.508690266534863156e+00
7.149625304259363823e-01,3.478912673572469028e-01,1.192889312360037701e+00
7.658436930841888560e-05,1.088504786457831636e-01,5.499993793395752562e+00
3.764296525505696211e-02,2.997893113700605960e-02,4.916361618809339973e+00
1.256793607916441755e-10,6.194876510466631610e-06,5.993249232870755172e+00
1.128828904041222908e-02,7.868471927836721835e-02,5.005470201292905763e+00
1.798830163666390730e-02,3.504449784648747818e-02,5.423735226537190535e+00
2.062314162342490931e-01,7.788347089228264686e-02,3.650360456845240797e+00
8.945620584246107843e-01,1.346825000681610152e-01,2.007183212347456003e+00
1.080655187037404374e+00,6.123197131302250684e-02,1.250967206685762223e+00
3.851093420272659884e-01,2.465857010307883623e-01,2.427096780677089782e+00
1.034327304873699236e-03,1.463631049420022423e+00,2.889666268227263135e+00
1.035110224420337198e-02,4.031092868336633162e-02,5.649232554970316400e+00
4.291628147928699694e-04,1.455384586427659792e-04,5.902940323065971384e+00
5.389421438400033848e-01,6.502633821787442980e-02,3.111654094993822728e+00
1.845011167365903926e-01,5.535501715288252411e-01,2.756293352660013074e+00
2.050915326475938674e-02,5.643338176934919320e-02,4.967570567304090190e+00
8.485735830810986480e-01,1.760974138531169186e-01,1.756052504289791871e+00
4.564505744310665830e-02,4.015448616430686291e-02,4.771171674071059243e+00
1.621221652851118078e-02,4.633261494469534392e-01,4.123656309698017886e+00
1.255938452714575255e-04,8.572153586741545431e-04,5.896256359882866782e+00
1.788410579731598328e-04,2.914961112900569249e-06,5.946657795743946373e+00
5.361954643664622600e-01,1.062824651696165773e-01,2.393251681178855783e+00
1.744675490094921982e-02,5.184935179681712109e-02,5.136666562321944518e+00
6.159885421466503551e-03,6.587600688395593707e-02,5.456231103125797510e+00
8.028133681721328491e-03,9.480023683246419086e-02,4.963353524919509319e+00
3.455068208014946789e-03,9.413057466181375121e-02,5.240982827662742594e+00
1.124195334106248018e-03,1.031711994839972918e-01,5.356601164714060559e+00
1.070511443867696727e-01,2.199771425755343568e-01,3.660248928106517141e+00
3.296195806319315857e-02,1.043433013421031452e+00,3.475570330374343264e+00
6.581812155646868476e-04,2.214912927822035651e-03,5.847743221118649082e+00
8.858403354084312120e-01,2.109855893242871816e-01,1.345826712890044519e+00
3.043092933371059350e-01,3.104407111942736174e-06,4.717889911420918736e+00
1.002657660003696124e-03,1.677089747120744491e-03,5.846430564512566264e+00
4.875032652785200177e-02,2.723726644447538314e-02,4.794585456554996128e+00
2.823748206127936825e-03,1.469425602549201182e+00,2.522040125876909400e+00
3.311132109067624774e-03,1.448749733671762074e+00,2.567553908025438147e+00
2.767832468737786364e-02,1.168320832900259010e+00,2.622523547051347048e+00
2.098521639040364928e-01,5.022152943306372741e-01,2.694145471902670508e+00
3.296497723085262815e-02,5.552552432197848525e-02,4.775632253187046317e+00
4.381386653217145266e-02,4.114245887301222759e-01,3.594664215723966549e+00
